pcd7,pcd8,pcds,dointr,doterm,usertype,oa11cd,lsoa11cd,msoa11cd,ladcd,lsoa11nm,msoa11nm,ladnm,ladnmw
"OX4 1EY","OX4  1EY","OX4 1EY","199308","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FD","OX4  1FD","OX4 1FD","200012","200110","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FG","OX4  1FG","OX4 1FG","200106","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FH","OX4  1FH","OX4 1FH","199606","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FJ","OX4  1FJ","OX4 1FJ","199512","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FS","OX4  1FS","OX4 1FS","199612","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FT","OX4  1FT","OX4 1FT","201806","201810","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1FX","OX4  1FX","OX4 1FX","200012","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1GT","OX4  1GT","OX4 1GT","200606","200607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1GU","OX4  1GU","OX4 1GU","199109","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1HJ","OX4  1HJ","OX4 1HJ","198704","200507","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1HW","OX4  1HW","OX4 1HW","200106","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1JA","OX4  1JA","OX4 1JA","200006","200108","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1JD","OX4  1JD","OX4 1JD","200012","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1LB","OX4  1LB","OX4 1LB","199405","201311","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1NR","OX4  1NR","OX4 1NR","199812","200209","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1NS","OX4  1NS","OX4 1NS","199501","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1PG","OX4  1PG","OX4 1PG","200106","200204","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1PQ","OX4  1PQ","OX4 1PQ","200106","200306","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1PW","OX4  1PW","OX4 1PW","200106","200805","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1RD","OX4  1RD","OX4 1RD","200106","200507","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1RY","OX4  1RY","OX4 1RY","200106","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1SF","OX4  1SF","OX4 1SF","200106","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1TR","OX4  1TR","OX4 1TR","199507","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1TT","OX4  1TT","OX4 1TT","200408","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1TU","OX4  1TU","OX4 1TU","199906","200807","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1UB","OX4  1UB","OX4 1UB","199612","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1UP","OX4  1UP","OX4 1UP","199812","200203","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1UW","OX4  1UW","OX4 1UW","200306","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WA","OX4  1WA","OX4 1WA","200808","","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WB","OX4  1WB","OX4 1WB","199706","200303","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WD","OX4  1WD","OX4 1WD","199712","200509","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WF","OX4  1WF","OX4 1WF","199906","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WG","OX4  1WG","OX4 1WG","200112","200308","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WH","OX4  1WH","OX4 1WH","199712","200110","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WJ","OX4  1WJ","OX4 1WJ","199712","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WL","OX4  1WL","OX4 1WL","200407","200609","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WQ","OX4  1WQ","OX4 1WQ","200112","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WR","OX4  1WR","OX4 1WR","200012","200203","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WT","OX4  1WT","OX4 1WT","200410","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WU","OX4  1WU","OX4 1WU","199806","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WW","OX4  1WW","OX4 1WW","200112","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WX","OX4  1WX","OX4 1WX","200401","200703","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WY","OX4  1WY","OX4 1WY","200410","200603","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1WZ","OX4  1WZ","OX4 1WZ","200206","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1YQ","OX4  1YQ","OX4 1YQ","200701","200904","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1YR","OX4  1YR","OX4 1YR","199906","201102","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1YU","OX4  1YU","OX4 1YU","200006","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZE","OX4  1ZE","OX4 1ZE","200206","200210","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZF","OX4  1ZF","OX4 1ZF","200307","200708","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZG","OX4  1ZG","OX4 1ZG","200209","200210","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZH","OX4  1ZH","OX4 1ZH","199912","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZJ","OX4  1ZJ","OX4 1ZJ","200407","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZN","OX4  1ZN","OX4 1ZN","200205","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZP","OX4  1ZP","OX4 1ZP","200305","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZR","OX4  1ZR","OX4 1ZR","200302","200311","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZU","OX4  1ZU","OX4 1ZU","200305","200505","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZW","OX4  1ZW","OX4 1ZW","200304","200505","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 1ZX","OX4  1ZX","OX4 1ZX","200207","200208","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2BD","OX4  2BD","OX4 2BD","200106","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2BE","OX4  2BE","OX4 2BE","200106","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2BF","OX4  2BF","OX4 2BF","200106","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2EJ","OX4  2EJ","OX4 2EJ","199412","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2FD","OX4  2FD","OX4 2FD","199806","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2FE","OX4  2FE","OX4 2FE","200503","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2FX","OX4  2FX","OX4 2FX","199906","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GA","OX4  2GA","OX4 2GA","199906","200204","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GH","OX4  2GH","OX4 2GH","199912","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GJ","OX4  2GJ","OX4 2GJ","199912","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GL","OX4  2GL","OX4 2GL","199912","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GP","OX4  2GP","OX4 2GP","199912","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GR","OX4  2GR","OX4 2GR","200401","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GS","OX4  2GS","OX4 2GS","200006","200904","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2GT","OX4  2GT","OX4 2GT","200006","200205","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2HP","OX4  2HP","OX4 2HP","199002","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2JU","OX4  2JU","OX4 2JU","199405","200701","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2LB","OX4  2LB","OX4 2LB","198704","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2LJ","OX4  2LJ","OX4 2LJ","198001","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2PF","OX4  2PF","OX4 2PF","198604","201812","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2PJ","OX4  2PJ","OX4 2PJ","199308","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2RE","OX4  2RE","OX4 2RE","198604","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2TS","OX4  2TS","OX4 2TS","199412","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2TT","OX4  2TT","OX4 2TT","200012","200110","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2TW","OX4  2TW","OX4 2TW","200106","200205","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2UY","OX4  2UY","OX4 2UY","200106","200205","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WG","OX4  2WG","OX4 2WG","200112","200501","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WH","OX4  2WH","OX4 2WH","200012","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WJ","OX4  2WJ","OX4 2WJ","200112","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WL","OX4  2WL","OX4 2WL","200206","201602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WN","OX4  2WN","OX4 2WN","200406","200607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WQ","OX4  2WQ","OX4 2WQ","200205","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WR","OX4  2WR","OX4 2WR","200403","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WS","OX4  2WS","OX4 2WS","200407","200602","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WT","OX4  2WT","OX4 2WT","200212","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WX","OX4  2WX","OX4 2WX","200207","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2WY","OX4  2WY","OX4 2WY","200411","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XE","OX4  2XE","OX4 2XE","199712","200203","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XF","OX4  2XF","OX4 2XF","200304","200507","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XG","OX4  2XG","OX4 2XG","200210","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XJ","OX4  2XJ","OX4 2XJ","199712","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XN","OX4  2XN","OX4 2XN","200205","200212","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XT","OX4  2XT","OX4 2XT","199101","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XY","OX4  2XY","OX4 2XY","200706","200707","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2XZ","OX4  2XZ","OX4 2XZ","200311","200603","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2YL","OX4  2YL","OX4 2YL","199612","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2YQ","OX4  2YQ","OX4 2YQ","200208","200607","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2YS","OX4  2YS","OX4 2YS","200012","200108","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2ZE","OX4  2ZE","OX4 2ZE","200210","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2ZG","OX4  2ZG","OX4 2ZG","200210","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2ZH","OX4  2ZH","OX4 2ZH","200210","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 2ZJ","OX4  2ZJ","OX4 2ZJ","200210","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3BN","OX4  3BN","OX4 3BN","200106","201106","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3DX","OX4  3DX","OX4 3DX","199507","200205","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3EX","OX4  3EX","OX4 3EX","199412","201704","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3EZ","OX4  3EZ","OX4 3EZ","199002","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3FH","OX4  3FH","OX4 3FH","199906","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3FL","OX4  3FL","OX4 3FL","199912","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3FS","OX4  3FS","OX4 3FS","199912","200110","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3FT","OX4  3FT","OX4 3FT","200006","200108","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3GA","OX4  3GA","OX4 3GA","200006","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3GB","OX4  3GB","OX4 3GB","200006","200308","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3GD","OX4  3GD","OX4 3GD","200006","200303","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3GH","OX4  3GH","OX4 3GH","200012","200112","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3GJ","OX4  3GJ","OX4 3GJ","200012","200111","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3QA","OX4  3QA","OX4 3QA","198001","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3QB","OX4  3QB","OX4 3QB","198001","","0","E00145466","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3QD","OX4  3QD","OX4 3QD","198001","","0","E00145466","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3QF","OX4  3QF","OX4 3QF","198001","","0","E00145470","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3QG","OX4  3QG","OX4 3QG","198001","","0","E00145466","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TG","OX4  3TG","OX4 3TG","199308","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TJ","OX4  3TJ","OX4 3TJ","198001","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TL","OX4  3TL","OX4 3TL","198001","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TN","OX4  3TN","OX4 3TN","198001","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TR","OX4  3TR","OX4 3TR","198001","","0","E00145467","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TS","OX4  3TS","OX4 3TS","198001","","0","E00145467","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TT","OX4  3TT","OX4 3TT","198001","","0","E00145470","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TU","OX4  3TU","OX4 3TU","198001","","0","E00145467","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TW","OX4  3TW","OX4 3TW","198001","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TX","OX4  3TX","OX4 3TX","198001","","0","E00145466","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TY","OX4  3TY","OX4 3TY","198001","","0","E00145467","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3TZ","OX4  3TZ","OX4 3TZ","198001","","0","E00145466","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3UA","OX4  3UA","OX4 3UA","198001","","0","E00145470","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3UB","OX4  3UB","OX4 3UB","198001","","0","E00145470","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3UD","OX4  3UD","OX4 3UD","198001","","0","E00145463","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3UH","OX4  3UH","OX4 3UH","199906","200108","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3WA","OX4  3WA","OX4 3WA","200112","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3WB","OX4  3WB","OX4 3WB","200112","200210","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3WD","OX4  3WD","OX4 3WD","200206","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3WF","OX4  3WF","OX4 3WF","200206","200603","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3WY","OX4  3WY","OX4 3WY","200701","200701","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3WZ","OX4  3WZ","OX4 3WZ","200212","200806","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3XE","OX4  3XE","OX4 3XE","200707","200807","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3XZ","OX4  3XZ","OX4 3XZ","200302","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3YP","OX4  3YP","OX4 3YP","199706","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3YW","OX4  3YW","OX4 3YW","199806","201111","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3YX","OX4  3YX","OX4 3YX","199612","200401","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZE","OX4  3ZE","OX4 3ZE","200407","200601","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZF","OX4  3ZF","OX4 3ZF","200207","200309","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZH","OX4  3ZH","OX4 3ZH","200405","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZJ","OX4  3ZJ","OX4 3ZJ","200706","200707","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZN","OX4  3ZN","OX4 3ZN","200212","200405","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZP","OX4  3ZP","OX4 3ZP","200309","201003","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZU","OX4  3ZU","OX4 3ZU","200405","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZX","OX4  3ZX","OX4 3ZX","200208","200408","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 3ZY","OX4  3ZY","OX4 3ZY","200403","200507","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4BN","OX4  4BN","OX4 4BN","200106","200705","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4BW","OX4  4BW","OX4 4BW","200106","200207","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4DE","OX4  4DE","OX4 4DE","200106","200308","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4FL","OX4  4FL","OX4 4FL","200006","200801","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4FP","OX4  4FP","OX4 4FP","199612","200402","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4FX","OX4  4FX","OX4 4FX","199912","201902","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4GH","OX4  4GH","OX4 4GH","201407","201906","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4GL","OX4  4GL","OX4 4GL","199612","200509","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4GT","OX4  4GT","OX4 4GT","199712","200310","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4JZ","OX4  4JZ","OX4 4JZ","200106","200305","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4LN","OX4  4LN","OX4 4LN","200106","200604","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4QZ","OX4  4QZ","OX4 4QZ","200403","200805","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WE","OX4  4WE","OX4 4WE","200112","200908","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WF","OX4  4WF","OX4 4WF","200112","200707","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WG","OX4  4WG","OX4 4WG","200206","200305","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WH","OX4  4WH","OX4 4WH","199806","200203","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WL","OX4  4WL","OX4 4WL","200808","201008","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WN","OX4  4WN","OX4 4WN","200206","200302","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
"OX4 4WP","OX4  4WP","OX4 4WP","199906","200306","1","E00145471","E01028555","E02005955","E07000178","Oxford 016D","Oxford 016","Oxford",""
